PROVINCIA,MUNICIPIO,ESTACION,MAGNITUD,PUNTO_MUESTREO,ANO,MES,DIA,Hora,Valor,Validacion
28,079,11,12,28079011_12_8,2025,08,30,1,7.0,V
28,079,11,12,28079011_12_8,2025,08,30,2,6.0,V
28,079,11,12,28079011_12_8,2025,08,30,3,3.0,V
28,079,11,12,28079011_12_8,2025,08,30,4,3.0,V
28,079,11,12,28079011_12_8,2025,08,30,5,2.0,V
28,079,11,12,28079011_12_8,2025,08,30,6,2.0,V
28,079,11,12,28079011_12_8,2025,08,30,7,4.0,V
28,079,11,12,28079011_12_8,2025,08,30,8,9.0,V
28,079,11,12,28079011_12_8,2025,08,30,9,12.0,V
28,079,11,12,28079011_12_8,2025,08,30,10,17.0,V
28,079,11,12,28079011_12_8,2025,08,30,11,17.0,V
28,079,11,12,28079011_12_8,2025,08,30,12,22.0,V
28,079,11,12,28079011_12_8,2025,08,30,13,16.0,V
28,079,11,12,28079011_12_8,2025,08,30,14,10.0,V
28,079,11,12,28079011_12_8,2025,08,30,15,7.0,V
28,079,11,12,28079011_12_8,2025,08,30,16,6.0,V
28,079,11,12,28079011_12_8,2025,08,30,17,9.0,V
28,079,11,12,28079011_12_8,2025,08,30,18,6.0,V
28,079,11,12,28079011_12_8,2025,08,30,19,5.0,V
28,079,11,12,28079011_12_8,2025,08,30,20,8.0,V
28,079,11,12,28079011_12_8,2025,08,30,21,9.0,V
28,079,11,12,28079011_12_8,2025,08,30,22,13.0,V
28,079,11,12,28079011_12_8,2025,08,30,23,9.0,V
28,079,11,12,28079011_12_8,2025,08,30,24,16.0,V
28,079,11,20,28079011_20_59,2025,08,30,1,0.9,V
28,079,11,20,28079011_20_59,2025,08,30,2,1.0,V
28,079,11,20,28079011_20_59,2025,08,30,3,0.6,V
28,079,11,20,28079011_20_59,2025,08,30,4,0.5,V
28,079,11,20,28079011_20_59,2025,08,30,5,0.4,V
28,079,11,20,28079011_20_59,2025,08,30,6,0.4,V
28,079,11,20,28079011_20_59,2025,08,30,7,0.5,V
28,079,11,20,28079011_20_59,2025,08,30,8,0.5,V
28,079,11,20,28079011_20_59,2025,08,30,9,0.7,V
28,079,11,20,28079011_20_59,2025,08,30,10,0.8,V
28,079,11,20,28079011_20_59,2025,08,30,11,1.1,V
28,079,11,20,28079011_20_59,2025,08,30,12,1.3,V
28,079,11,20,28079011_20_59,2025,08,30,13,1.2,V
28,079,11,20,28079011_20_59,2025,08,30,14,0.7,V
28,079,11,20,28079011_20_59,2025,08,30,15,0.9,V
28,079,11,20,28079011_20_59,2025,08,30,16,0.5,V
28,079,11,20,28079011_20_59,2025,08,30,17,0.4,V
28,079,11,20,28079011_20_59,2025,08,30,18,0.9,V
28,079,11,20,28079011_20_59,2025,08,30,19,0.3,V
28,079,11,20,28079011_20_59,2025,08,30,20,0.4,V
28,079,11,20,28079011_20_59,2025,08,30,21,0.7,V
28,079,11,20,28079011_20_59,2025,08,30,22,0.9,V
28,079,11,20,28079011_20_59,2025,08,30,23,0.9,V
28,079,11,20,28079011_20_59,2025,08,30,24,0.7,V
28,079,11,30,28079011_30_59,2025,08,30,1,0.1,V
28,079,11,30,28079011_30_59,2025,08,30,2,0.1,V
28,079,11,30,28079011_30_59,2025,08,30,3,0.0,V
28,079,11,30,28079011_30_59,2025,08,30,4,0.0,V
28,079,11,30,28079011_30_59,2025,08,30,5,0.0,V
28,079,11,30,28079011_30_59,2025,08,30,6,0.0,V
28,079,11,30,28079011_30_59,2025,08,30,7,0.0,V
28,079,11,30,28079011_30_59,2025,08,30,8,0.0,V
28,079,11,30,28079011_30_59,2025,08,30,9,0.0,V
28,079,11,30,28079011_30_59,2025,08,30,10,0.1,V
28,079,11,30,28079011_30_59,2025,08,30,11,0.1,V
28,079,11,30,28079011_30_59,2025,08,30,12,0.2,V
28,079,11,30,28079011_30_59,2025,08,30,13,0.1,V
28,079,11,30,28079011_30_59,2025,08,30,14,0.1,V
28,079,11,30,28079011_30_59,2025,08,30,15,0.1,V
28,079,11,30,28079011_30_59,2025,08,30,16,0.0,V
28,079,11,30,28079011_30_59,2025,08,30,17,0.0,V
28,079,11,30,28079011_30_59,2025,08,30,18,0.1,V
28,079,11,30,28079011_30_59,2025,08,30,19,0.0,V
28,079,11,30,28079011_30_59,2025,08,30,20,0.0,V
28,079,11,30,28079011_30_59,2025,08,30,21,0.0,V
28,079,11,30,28079011_30_59,2025,08,30,22,0.1,V
28,079,11,30,28079011_30_59,2025,08,30,23,0.1,V
28,079,11,30,28079011_30_59,2025,08,30,24,0.1,V
28,079,11,35,28079011_35_59,2025,08,30,1,0.0,V
28,079,11,35,28079011_35_59,2025,08,30,2,0.0,V
28,079,11,35,28079011_35_59,2025,08,30,3,0.0,V
28,079,11,35,28079011_35_59,2025,08,30,4,0.0,V
28,079,11,35,28079011_35_59,2025,08,30,5,0.0,V
28,079,11,35,28079011_35_59,2025,08,30,6,0.0,V
28,079,11,35,28079011_35_59,2025,08,30,7,0.0,V
28,079,11,35,28079011_35_59,2025,08,30,8,0.0,V
28,079,11,35,28079011_35_59,2025,08,30,9,0.0,V
28,079,11,35,28079011_35_59,2025,08,30,10,0.0,V
28,079,11,35,28079011_35_59,2025,08,30,11,0.0,V
28,079,11,35,28079011_35_59,2025,08,30,12,0.0,V
28,079,11,35,28079011_35_59,2025,08,30,13,0.1,V
28,079,11,35,28079011_35_59,2025,08,30,14,0.0,V
28,079,11,35,28079011_35_59,2025,08,30,15,0.0,V
28,079,11,35,28079011_35_59,2025,08,30,16,0.0,V
28,079,11,35,28079011_35_59,2025,08,30,17,0.0,V
28,079,11,35,28079011_35_59,2025,08,30,18,0.1,V
28,079,11,35,28079011_35_59,2025,08,30,19,0.0,V
28,079,11,35,28079011_35_59,2025,08,30,20,0.0,V
28,079,11,35,28079011_35_59,2025,08,30,21,0.0,V
28,079,11,35,28079011_35_59,2025,08,30,22,0.0,V
28,079,11,35,28079011_35_59,2025,08,30,23,0.0,V
28,079,11,35,28079011_35_59,2025,08,30,24,0.0,V
28,079,11,7,28079011_7_8,2025,08,30,1,1.0,V
28,079,11,7,28079011_7_8,2025,08,30,2,0.0,V
28,079,11,7,28079011_7_8,2025,08,30,3,0.0,V
28,079,11,7,28079011_7_8,2025,08,30,4,0.0,V
28,079,11,7,28079011_7_8,2025,08,30,5,0.0,V
28,079,11,7,28079011_7_8,2025,08,30,6,0.0,V
28,079,11,7,28079011_7_8,2025,08,30,7,0.0,V
28,079,11,7,28079011_7_8,2025,08,30,8,1.0,V
28,079,11,7,28079011_7_8,2025,08,30,9,1.0,V
28,079,11,7,28079011_7_8,2025,08,30,10,2.0,V
28,079,11,7,28079011_7_8,2025,08,30,11,3.0,V
28,079,11,7,28079011_7_8,2025,08,30,12,4.0,V
28,079,11,7,28079011_7_8,2025,08,30,13,3.0,V
28,079,11,7,28079011_7_8,2025,08,30,14,2.0,V
28,079,11,7,28079011_7_8,2025,08,30,15,1.0,V
28,079,11,7,28079011_7_8,2025,08,30,16,1.0,V
28,079,11,7,28079011_7_8,2025,08,30,17,2.0,V
28,079,11,7,28079011_7_8,2025,08,30,18,1.0,V
28,079,11,7,28079011_7_8,2025,08,30,19,1.0,V
28,079,11,7,28079011_7_8,2025,08,30,20,1.0,V
28,079,11,7,28079011_7_8,2025,08,30,21,1.0,V
28,079,11,7,28079011_7_8,2025,08,30,22,1.0,V
28,079,11,7,28079011_7_8,2025,08,30,23,0.0,V
28,079,11,7,28079011_7_8,2025,08,30,24,2.0,V
28,079,11,8,28079011_8_8,2025,08,30,1,6.0,V
28,079,11,8,28079011_8_8,2025,08,30,2,5.0,V
28,079,11,8,28079011_8_8,2025,08,30,3,3.0,V
28,079,11,8,28079011_8_8,2025,08,30,4,3.0,V
28,079,11,8,28079011_8_8,2025,08,30,5,2.0,V
28,079,11,8,28079011_8_8,2025,08,30,6,1.0,V
28,079,11,8,28079011_8_8,2025,08,30,7,4.0,V
28,079,11,8,28079011_8_8,2025,08,30,8,7.0,V
28,079,11,8,28079011_8_8,2025,08,30,9,11.0,V
28,079,11,8,28079011_8_8,2025,08,30,10,15.0,V
28,079,11,8,28079011_8_8,2025,08,30,11,13.0,V
28,079,11,8,28079011_8_8,2025,08,30,12,16.0,V
28,079,11,8,28079011_8_8,2025,08,30,13,11.0,V
28,079,11,8,28079011_8_8,2025,08,30,14,7.0,V
28,079,11,8,28079011_8_8,2025,08,30,15,6.0,V
28,079,11,8,28079011_8_8,2025,08,30,16,5.0,V
28,079,11,8,28079011_8_8,2025,08,30,17,6.0,V
28,079,11,8,28079011_8_8,2025,08,30,18,4.0,V
28,079,11,8,28079011_8_8,2025,08,30,19,4.0,V
28,079,11,8,28079011_8_8,2025,08,30,20,6.0,V
28,079,11,8,28079011_8_8,2025,08,30,21,8.0,V
28,079,11,8,28079011_8_8,2025,08,30,22,11.0,V
28,079,11,8,28079011_8_8,2025,08,30,23,8.0,V
28,079,11,8,28079011_8_8,2025,08,30,24,13.0,V
28,079,16,12,28079016_12_8,2025,08,30,1,6.0,V
28,079,16,12,28079016_12_8,2025,08,30,2,6.0,V
28,079,16,12,28079016_12_8,2025,08,30,3,5.0,V
28,079,16,12,28079016_12_8,2025,08,30,4,3.0,V
28,079,16,12,28079016_12_8,2025,08,30,5,3.0,V
28,079,16,12,28079016_12_8,2025,08,30,6,3.0,V
28,079,16,12,28079016_12_8,2025,08,30,7,5.0,V
28,079,16,12,28079016_12_8,2025,08,30,8,8.0,V
28,079,16,12,28079016_12_8,2025,08,30,9,13.0,V
28,079,16,12,28079016_12_8,2025,08,30,10,19.0,V
28,079,16,12,28079016_12_8,2025,08,30,11,10.0,V
28,079,16,12,28079016_12_8,2025,08,30,12,8.0,V
28,079,16,12,28079016_12_8,2025,08,30,13,12.0,V
28,079,16,12,28079016_12_8,2025,08,30,14,5.0,V
28,079,16,12,28079016_12_8,2025,08,30,15,5.0,V
28,079,16,12,28079016_12_8,2025,08,30,16,5.0,V
28,079,16,12,28079016_12_8,2025,08,30,17,4.0,V
28,079,16,12,28079016_12_8,2025,08,30,18,4.0,V
28,079,16,12,28079016_12_8,2025,08,30,19,4.0,V
28,079,16,12,28079016_12_8,2025,08,30,20,8.0,V
28,079,16,12,28079016_12_8,2025,08,30,21,11.0,V
28,079,16,12,28079016_12_8,2025,08,30,22,18.0,V
28,079,16,12,28079016_12_8,2025,08,30,23,14.0,V
28,079,16,12,28079016_12_8,2025,08,30,24,11.0,V
28,079,16,14,28079016_14_6,2025,08,30,1,64.0,V
28,079,16,14,28079016_14_6,2025,08,30,2,62.0,V
28,079,16,14,28079016_14_6,2025,08,30,3,64.0,V
28,079,16,14,28079016_14_6,2025,08,30,4,67.0,V
28,079,16,14,28079016_14_6,2025,08,30,5,65.0,V
28,079,16,14,28079016_14_6,2025,08,30,6,62.0,V
28,079,16,14,28079016_14_6,2025,08,30,7,57.0,V
28,079,16,14,28079016_14_6,2025,08,30,8,53.0,V
28,079,16,14,28079016_14_6,2025,08,30,9,45.0,V
28,079,16,14,28079016_14_6,2025,08,30,10,47.0,V
28,079,16,14,28079016_14_6,2025,08,30,11,62.0,V
28,079,16,14,28079016_14_6,2025,08,30,12,73.0,V
28,079,16,14,28079016_14_6,2025,08,30,13,78.0,V
28,079,16,14,28079016_14_6,2025,08,30,14,78.0,V
28,079,16,14,28079016_14_6,2025,08,30,15,82.0,V
28,079,16,14,28079016_14_6,2025,08,30,16,84.0,V
28,079,16,14,28079016_14_6,2025,08,30,17,78.0,V
28,079,16,14,28079016_14_6,2025,08,30,18,74.0,V
28,079,16,14,28079016_14_6,2025,08,30,19,65.0,V
28,079,16,14,28079016_14_6,2025,08,30,20,68.0,V
28,079,16,14,28079016_14_6,2025,08,30,21,73.0,V
28,079,16,14,28079016_14_6,2025,08,30,22,65.0,V
28,079,16,14,28079016_14_6,2025,08,30,23,65.0,V
28,079,16,14,28079016_14_6,2025,08,30,24,64.0,V
28,079,16,7,28079016_7_8,2025,08,30,1,0.0,V
28,079,16,7,28079016_7_8,2025,08,30,2,0.0,V
28,079,16,7,28079016_7_8,2025,08,30,3,0.0,V
28,079,16,7,28079016_7_8,2025,08,30,4,0.0,V
28,079,16,7,28079016_7_8,2025,08,30,5,0.0,V
28,079,16,7,28079016_7_8,2025,08,30,6,0.0,V
28,079,16,7,28079016_7_8,2025,08,30,7,0.0,V
28,079,16,7,28079016_7_8,2025,08,30,8,0.0,V
28,079,16,7,28079016_7_8,2025,08,30,9,0.0,V
28,079,16,7,28079016_7_8,2025,08,30,10,1.0,V
28,079,16,7,28079016_7_8,2025,08,30,11,0.0,V
28,079,16,7,28079016_7_8,2025,08,30,12,0.0,V
28,079,16,7,28079016_7_8,2025,08,30,13,1.0,V
28,079,16,7,28079016_7_8,2025,08,30,14,0.0,V
28,079,16,7,28079016_7_8,2025,08,30,15,0.0,V
28,079,16,7,28079016_7_8,2025,08,30,16,0.0,V
28,079,16,7,28079016_7_8,2025,08,30,17,0.0,V
28,079,16,7,28079016_7_8,2025,08,30,18,0.0,V
28,079,16,7,28079016_7_8,2025,08,30,19,0.0,V
28,079,16,7,28079016_7_8,2025,08,30,20,1.0,V
